twitter_id,original_text,slug,party_slug,party_original,toxic_original,very_toxic_original,most_toxic_party,most_toxic_party_toxicity,most_verytoxic_party,most_verytoxic_party_toxicity,PARTIDO_toxic,PARTIDO_verytoxic
1344962035277320193,"Desde @CiudadanosCs presentamos una enmienda para los PGE2021 pidiendo que se hiciera un estudio de la economía sumergida y el fraude fiscal, con un comité de expertos...y PSOE y UP votaron NO.
Pero como saben que es una muy buena idea...la ponen en marcha🙄
#denadaministra https://t.co/sTZH7fmRAH",,,Cs,0.0163914505392313,0.0008379338541999459,PODEMOS,0.0365619920194149,VOX,0.0008400371880270541,0.017132563516497612,0.0008355439058504999
1345691833599467521,"España está a la cola de Europa en I+D+i. Un gran problema nacional que nos lastra como país. Desde @CiudadanosCs proponemos:

✅ Casilla en la declaración de la renta dedicada a Ciencia e Investigación 

✅ Elevar la inversión en I+D+i al 2% del PIB

https://t.co/Id6exjYpWO",ines-arrimadas-garcia,ciudadanos,Cs,0.007436565589159727,0.001396447536535561,PODEMOS,0.01045450009405613,PSOE,0.0014495095238089561,0.008639385923743248,0.0012602510396391153
1346089842309009409,"Desde @CsCongreso hemos pedido la comparecencia en el @Congreso_Es del ministro de Sanidad para que explique la evolución de la pandemia y el plan de vacunación. 

España necesita un ministro a tiempo completo. El Gobierno no puede seguir llegando tarde y mal. https://t.co/NcAlsCzNcQ",,,Cs,0.013238242827355862,0.0009814042132347822,Unidas Podemos,0.017611995339393616,PSOE,0.0010499991476535797,0.013752677477896214,0.0009601315832696855
1346168575032250369,"“Carrizosa, si ETA estuviera no existirías”. 

Mis compañeros de @CiutadansCs son héroes desde hace 15 años.  https://t.co/y0qaHQvUlI",guillermo-diaz-gomez,ciudadanos,Cs,0.4062318503856659,0.0010171191534027457,PODEMOS,0.7682112455368042,PODEMOS,0.0018223512452095747,0.6115512251853943,0.0013554649194702506
1346738242352263168,"Cs va camino de la debacle en Cataluña, y probablemente la descomposición definitiva. No supieron pactar a ambos lados, un enorme servicio que podían haber prestado al pais. Solo sostener a la derecha en las CCAA. Lo lógico es que se integren en el PP mientras les ofrezcan sitio",pau-mari-klose,psoe,Cs,0.07578041404485703,0.00084428716218099,VOX,0.29865437746047974,VOX,0.0010462147183716297,0.0670710951089859,0.0008629123913124204
1347150162829996033,"Hemos vuelto a ver al PP y a Cs arrastrados por VOX, incapaces de condenar con contundencia el intento de golpe de estado de Trump.

Sorprendentemente, la prensa de TODO el espectro ideológico era más contundente que ellos. Aquí, Pedro Piqueras llama golpista a Trump.

HILO 👇 https://t.co/7fW4YDmed2",pablo-echenique-robba,podemos,Cs,0.9934303164482117,0.13712437450885773,PSOE,0.9949382543563843,PSOE,0.20785380899906158,0.9938684105873108,0.14717702567577362
1347166408157913088,"En 2006 nació Cs para defender la libertad y la igualdad frente al nacionalismo. Un proyecto que surgió de una sociedad civil cansada de los atropellos del independentismo y que no deja de sumar apoyos. 

👏 Hoy damos con orgullo la #BienvenidaAnnaGrau 
https://t.co/7flGhgf7HQ",jose-maria-espejo-saavedra-conesa,ciudadanos,Cs,0.8293002247810364,0.0024627153761684895,Cs,0.8293002247810364,Cs,0.0024627153761684895,0.5303955078125,0.0012442643055692315
1347576637433524224,"El no reconocimiento de los resultados electorales (cuando pierden) es un rasgo característico de la ultraderecha violenta y del golpismo del Siglo XXI. Claro que lo de EEUU puede pasar aquí.

De hecho, la estrategia de los socios de PP y Cs es justo esa. https://t.co/TQ1Yrm8hAc",pablo-echenique-robba,podemos,Cs,0.9769054651260376,0.016056358814239502,PODEMOS,0.977125883102417,VOX,0.016179516911506653,0.9713946580886841,0.012055033817887306
1347607711085715456,"Así predicaba Iglesias antes de llegar a Moncloa. Sabe que el problema del precio de la luz es que más del 50% de la factura son impuestos. Podría eliminar la doble imposición y bajar el IVA al 10% durante la pandemia, como pedimos desde Cs, pero prefiere seguir en el populismo. https://t.co/sGpVjYfmmx",,,Cs,0.9382036328315735,0.005645162425935268,VOX,0.94882732629776,VOX,0.007523875217884779,0.911439061164856,0.004421836696565151
1348283501234311171,"Cataluña no se merece ni un segundo ‘procés’ ni otro tripartito, y @CiutadansCs es la única alternativa para que esto no ocurra. 

Tenemos al mejor equipo para enfrentar al independentismo y lograr al fin #UnaCataluñaParaTODOS https://t.co/XvsSPREPW0",jose-maria-espejo-saavedra-conesa,ciudadanos,Cs,0.03428725153207779,0.0008067387389019132,Unidas Podemos,0.0590035542845726,Ciudadanos,0.0008372666197828948,0.040832772850990295,0.0007701680879108608
1348340757208461317,"Mensaje de Arnold Schwarzenegger sobre Trump para votantes de VOX, PP y Cs.

Schwarzenegger es del mismo partido que Trump, fue 8 años gob. de California y es muy conservador.

Habla de intento de golpe, de la epidemia de mentiras y de que todo eso acaba como en la Alemania nazi. https://t.co/957zcTU3sU",pablo-echenique-robba,podemos,Cs,0.9953640699386597,0.8063106536865234,Cs,0.9953640699386597,Cs,0.8063106536865234,0.9901328086853027,0.143672913312912
