twitter_id,original_text,slug,party_slug,party_original,toxic_original,very_toxic_original,most_toxic_party,most_toxic_party_toxicity,most_verytoxic_party,most_verytoxic_party_toxicity,PARTIDO_toxic,PARTIDO_verytoxic
1344934218145669120,"Llegará un momento que los miembros de este Gobierno y sus caras más visibles pagarán por su incompetencia con la epidemia del coronavirus. Así que : Sres. Illa, Simón, Aparicio, e Iglesias: no estén tranquilos, VOX no es el PP.",juan-luis-steegmann-olmedillas,vox,PP,0.9952890872955322,0.9961323738098145,Unidas Podemos,0.9956749081611633,PSOE,0.996189296245575,0.9952752590179443,0.9957196116447449
1344978091807035392,Un año de oposición: a la peor pandemia PP y Vox añadieron la crispación política https://t.co/b248pfrb6G vía @eldiarioes,maria-angeles-marra-dominguez,psoe,PP,0.5257918238639832,0.0010391511023044586,Vox,0.9197253584861755,Vox,0.003399993758648634,0.4861910939216614,0.0009785573929548264
1345036097030643712,"Un PP unido y dirigiéndose al liderazgo necesario para este gran país, eso es lo que ha conseguido @pablocasado_ en 2020.

GRACIAS‼️
https://t.co/uja21hN5Gu",andres-lorite-lorite,partido-popular,PP,0.004291124641895294,0.0023944892454892397,VOX,0.00515711260959506,PODEMOS,0.0026328996755182743,0.0040927669033408165,0.0026721367612481117
1345631784675979264,"Hay que tener poca vergüenza y sentido de la responsabilidad, en todavía mi Isael de Sanidad, @salvadorilla , sin mascarilla y de campaña electoral en pleno pico de contagios en la segunda ola del COVID. De juzgado de guardia. @GPPopular https://t.co/72ia4kSfiV",carmen-riolobos-regadera,partido-popular,PP,0.9948818683624268,0.9937698245048523,Unidas Podemos,0.9961951971054077,PP,0.9937698245048523,0.994899570941925,0.9936715364456177
1345638554333044736,"El PP califica de ""desastroso"" el año 2020 para la provincia de T | El Digital de Castilla La Mancha ⁦@vicentetiradopp⁩ ⁦@JJulianjotable⁩ ⁦@PilarAliaA⁩  https://t.co/Y9DRmecRjH",carmen-riolobos-regadera,partido-popular,PP,0.005056062713265419,0.0019262130372226238,Unidas Podemos,0.010445264168083668,PP,0.0019262130372226238,0.00868493877351284,0.001255068345926702
1346100143137968129,"Bernabé: ""Se consuma el engaño de Pedro Saura con el AVE a Cartagena al reconocer el ministerio que el proyecto está suspendido"" ⁦@GPPopular⁩  https://t.co/yf2Cql6EEy",juan-luis-pedreno-molina,partido-popular,PP,0.9839306473731995,0.025453241541981697,Unidas Podemos,0.9910387396812439,Unidas Podemos,0.08253241330385208,0.9833176136016846,0.02132384479045868
1346147933398441986,Lis españoles saben q con ⁦@pablocasado_⁩ todo hubiera ido mejor. La última encuesta deja al PP de Casado muy cerca ya del PSOE de Sánchez | El Digital de Castilla La Mancha  https://t.co/dIRXrxk3Ui,carmen-riolobos-regadera,partido-popular,PP,0.02825755998492241,0.0007559223449788988,PODEMOS,0.09775467962026596,Cs,0.0007791585521772504,0.028674807399511337,0.0007747304043732584
1346165774625476618,A esta señora del vídeo la ha fichado el PP para las elecciones catalanas.  https://t.co/ym5QiTuzHA,guillermo-diaz-gomez,ciudadanos,PP,0.40880754590034485,0.0012870935024693608,Unidas Podemos,0.9017307162284851,VOX,0.0037828923668712378,0.5748914480209351,0.001980370841920376
1346410365157072897,"Esta tercera ola muestra otra vez la política mezquina del PP y Ayuso ante la pandemia. Mientras ascienden un asesor vinculado a la Gürtel, son capaces de subcontratar la vacunación o borrar del reparto de los fondos covid-19 a residencias y personas vulnerables. https://t.co/TIe40pjBXZ",jaume-asens-llodra,catalunya-en-comu,PP,0.9757811427116394,0.011125043965876102,VOX,0.9824297428131104,VOX,0.020212899893522263,0.9796493649482727,0.014829148538410664
1346451289710977027,"Parece que vale todo en el Gobierno de la @ComunidadMadrid. 
Colocan cortinas de humo, pero es una línea ideológica que el PP pretende implantar, dirigida a debilitar los servicios públicos madrileños. Lo último ya es intentar privatizar la administración de las vacunas. @La_SER https://t.co/gcLloPcDxh",,,PP,0.8772710561752319,0.002853559795767069,VOX,0.9792214035987854,VOX,0.013109582476317883,0.7439229488372803,0.0018409244948998094
