twitter_id,original_text,slug,party_slug,party_original,toxic_original,very_toxic_original,most_toxic_party,most_toxic_party_toxicity,most_verytoxic_party,most_verytoxic_party_toxicity,PARTIDO_toxic,PARTIDO_verytoxic
1344962035277320193,"Desde @CiudadanosCs presentamos una enmienda para los PGE2021 pidiendo que se hiciera un estudio de la economía sumergida y el fraude fiscal, con un comité de expertos...y PSOE y UP votaron NO.
Pero como saben que es una muy buena idea...la ponen en marcha🙄
#denadaministra https://t.co/sTZH7fmRAH",,,PSOE,0.0163914505392313,0.0008379338541999459,Vox,0.037881139665842056,PP,0.000853043282404542,0.019401907920837402,0.0007937586051411927
1344979996088086528,"España 🇪🇸 es desde hoy pionera en permisos por nacimientos iguales y pagados al 100 %. (16 semanas)

Mientras otros “ladran” seguimos aportando derechos a la ciudadanía, igualdad y conciliación.
@PSOEdeSegovia @PSOE_CyL @gpscongreso 

https://t.co/aO4LcoWDzH",jose-luis-aceves-galindo,psoe,PSOE,0.9727866649627686,0.011367950588464737,Unidas Podemos,0.9815564155578613,Unidas Podemos,0.0142831951379776,0.9738812446594238,0.01396397314965725
1346147933398441986,Lis españoles saben q con ⁦@pablocasado_⁩ todo hubiera ido mejor. La última encuesta deja al PP de Casado muy cerca ya del PSOE de Sánchez | El Digital de Castilla La Mancha  https://t.co/dIRXrxk3Ui,carmen-riolobos-regadera,partido-popular,PSOE,0.02825755998492241,0.0007559223449788988,Unidas Podemos,0.04764208942651749,Cs,0.0008075681980699301,0.04653264582157135,0.0006946956273168325
1347136184825245697,"El reconocimiento político a @jguaido es un brindis al sol, si no va acompañado de un reconocimiento jurídico.

Apelar a una transición en Venezuela, con Zapatero haciendo lo contrario, es abandonar a los demócratas. 

El PSOE está encantado. 

https://t.co/dOAyYOIZak",,,PSOE,0.03549887612462044,0.0006972691626287997,PODEMOS,0.2793586254119873,Vox,0.0008866065763868392,0.020201481878757477,0.0008500159601680934
1347626496832266244,"La única política eficiente en materia energética del Gobierno PSOE-Podemos, ha sido la destinada a enchufes.",guillermo-diaz-gomez,ciudadanos,PSOE,0.9215574264526367,0.005541094578802586,VOX,0.961225688457489,VOX,0.008358074352145195,0.8800753355026245,0.0038893898017704487
1348992438564769796,"Lo dice un imputado junto al delegado que también lo está , ambos del PSOE https://t.co/cr8ThcDIx2",luis-gestoso-de-miguel,vox,PSOE,0.8103866577148438,0.004499052185565233,Unidas Podemos,0.9316428303718567,Unidas Podemos,0.0065509662963449955,0.8011094927787781,0.00406987639144063
1349056001740255233,"El PSOE al rescate del Brivón. ¡Qué sorpresa!

Por cierto investigación e información no es control.

No se quiere controlar al Brivón, se quiere saber qué ha pasado para poder actuar políticamente en consecuencia, de cara a conocer y evitar repeticiones

https://t.co/oZgPl8bfCT",pedro-antonio-honrubia-hurtado,podemos,PSOE,0.9354648590087891,0.004172710236161947,PSOE,0.9354648590087891,PSOE,0.004172710236161947,0.9463843703269958,0.005152713507413864
1349064157023395841,"Entre estas dos noticias a penas hay una hora. Ese es el tiempo que ha necesitado el PSOE para decidir, en contra del criterio de los letrados, que el emérito no debe rendir cuentas sobre sus negocios opacos. https://t.co/WUoPR6Kie0",jaume-asens-llodra,catalunya-en-comu,PSOE,0.9124298095703125,0.00436151260510087,PSOE,0.9124298095703125,PSOE,0.00436151260510087,0.813271164894104,0.002092331415042281
1349302241149202432,"Me informan que la Mesa del Congreso acaba de rechazar investigar las tarjetas black de la familia real con los votos de PSOE, PP y VOX y sin ningún argumento jurídico que lo justifique, ya que los letrados nos dan la razón. Nuestra iniciativa es 100% constitucional.",pablo-echenique-robba,podemos,PSOE,0.6085502505302429,0.00166787370108068,Unidas Podemos,0.7250329256057739,Unidas Podemos,0.0023749324027448893,0.2257143259048462,0.0011422814568504691
1349321434124988418,Quien se opone a los letrados del Congreso para investigar la corrupción del emérito y a crear una eléctrica pública es el PSOE. Pero quien tensiona es @Podemos. Máster en manipulación. https://t.co/gpO1PNftf7,jaume-asens-llodra,catalunya-en-comu,PSOE,0.9885237812995911,0.037759557366371155,VOX,0.994787335395813,VOX,0.2672397196292877,0.9885000586509705,0.04717918857932091
